,date,price,description,location,bedrooms,bathrooms,land,floor
694,03/07/2024,"Rp3,2 Miliar","Rumah Nusantara Sunter Agung, Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",5,3,96 m²,225 m²
695,03/07/2024,"Rp1,2 Miliar","Rumah Puri Permata Mediterania Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",2,2,72 m²,69 m²
696,03/07/2024,"Rp1,25 Miliar","Rumah Taman Palem Lestari, Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",2,2,60 m²,70 m²
697,03/07/2024,"Rp1,3 Miliar",Jual Rumah 3 lantai di Kalibata Jakarta Selatan,"Pancoran, Jakarta Selatan",2,2,14 m²,43 m²
698,03/07/2024,"Rp1,3 Miliar",Jual Rumah 3 lantai di Kalibata Jakarta Selatan,"Pancoran, Jakarta Selatan",2,2,14 m²,43 m²
699,03/07/2024,"Rp1,25 Miliar","Rumah Taman Palem Lestari, Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",2,2,60 m²,70 m²
700,03/07/2024,"Rp1,5 Miliar","Kost Jl. Taruna Raya Semper Barat, Cilincing, Jakarta Utara","Cilincing, Jakarta Utara",8,8,178 m²,170 m²
701,03/07/2024,"Rp3,5 Miliar","Rumah Taman Kencana Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",4,3,200 m²,270 m²
702,03/07/2024,"Rp17,5 Miliar","Rumah Jl. Industri Gunung Sahari, Sawah Besar, Jakarta Pusat","Sawah Besar, Jakarta Pusat",10,10,360 m²,1500 m²
703,03/07/2024,Rp5 Miliar,"Rumah Mawar Dalam Tengah Koja, Jakarta Utara","Koja, Jakarta Utara",4,6,300 m²,300 m²
704,03/07/2024,Rp13 Miliar,"Rumah Jl. Cikini Raya Menteng, Jakarta Pusat","Menteng, Jakarta Pusat",5,2,214 m²,20 m²
705,03/07/2024,"Rp9,9 Miliar","Rumah Jl. Venice PIK, Jakarta Utara","Penjaringan, Jakarta Utara",4,3,240 m²,345 m²
706,03/07/2024,"Rp3,2 Miliar","Rumah Citra 8 Aero Mansion Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",2,2,100 m²,128 m²
707,03/07/2024,Rp800 Juta,Jual Rumah Aparthouse Crystal Blok M Jakarta Selatan,"Cilandak, Jakarta Selatan",2,2,13 m²,48 m²
708,03/07/2024,Rp800 Juta,Jual Rumah Aparthouse Crystal Blok M Jakarta Selatan,"Cilandak, Jakarta Selatan",2,2,13 m²,48 m²
709,03/07/2024,Rp10 Miliar,Rumah Seken di Gudang Peluru,"Tebet, Jakarta Selatan",8,6,432 m²,626 m²
710,03/07/2024,Rp185 Juta,booking 500rb/SHM/sudah ada dapur,"Cilandak, Jakarta Selatan",2,1,60 m²,30 m²
711,03/07/2024,Rp8 Miliar,"Rumah Flamboyan Golf, BGM PIK, Jakarta Utara","Penjaringan, Jakarta Utara",5,4,180 m²,280 m²
712,03/07/2024,Rp185 Juta,booking 500rb/SHM/sudah ada dapur,"Mampang Prapatan, Jakarta Selatan",2,1,60 m²,29 m²
713,03/07/2024,Rp185 Juta,booking 500rb/SHM/sudah dapur,"Pasar Minggu, Jakarta Selatan",2,1,60 m²,30 m²
714,03/07/2024,Rp185 Juta,booking 500rb/SHM/sudah ada dapur,"Tebet, Jakarta Selatan",2,1,60 m²,30 m²
715,03/07/2024,Rp185 Juta,booking 500rb/SHM/sudah ada dapur,"Cipayung, Jakarta Timur",2,1,60 m²,29 m²
716,03/07/2024,Rp185 Juta,booking 500rb/SHM sudah ada dapur,"Pulo Gadung, Jakarta Timur",2,1,60 m²,29 m²
717,03/07/2024,Rp185 Juta,booking 500rb/SHM/sudah ada dapur,"Pasar Rebo, Jakarta Timur",2,1,60 m²,30 m²
718,03/07/2024,Rp185 Juta,booking 500rb/SHM/sudah ada dapur,"Ciracas, Jakarta Timur",2,1,60 m²,30 m²
719,03/07/2024,"Rp2,7 Miliar",Rumah jakarta pusat di Kramat nego sampai jadi,"Senen, Jakarta Pusat",4,4,216 m²,316 m²
720,03/07/2024,Rp185 Juta,booking 500rb/SHM/sudah ada dapur,"Kramat Jati, Jakarta Timur",2,1,60 m²,29 m²
721,03/07/2024,"Rp7,9 Miliar",Rumah mewah di jakarta Utara Sunter,"Tanjung Priok, Jakarta Utara",4,3,144 m²,312 m²
722,03/07/2024,Rp3 Miliar,Dijual murah itung tanah saja,"Kebayoran Lama, Jakarta Selatan",3,3,283 m²,100 m²
723,03/07/2024,Rp650 Juta,Rumah 2 lantai Murah di Perumahan Jagakarsa Jakarta Selatan,"Jagakarsa, Jakarta Selatan",2,2,34 m²,55 m²
724,03/07/2024,Rp18 Miliar,"Dijual rumah 3 lantai + Basement di Kebayoran Baru, Jak-Sel","Kebayoran Baru, Jakarta Selatan",5,5,350 m²,700 m²
725,03/07/2024,"Rp7,5 Miliar","Dijual Cepat !! Rumah Siap Huni Full Furnish Jalan 3 Mobil di Janur Elok , Bisa Nego","Kelapa Gading, Jakarta Utara",4,3,220 m²,240 m²
726,03/07/2024,"Rp5,75 Miliar",Rumah Luas 219 Hitung Tanah Blok A Kebayoran Baru,"Kebayoran Baru, Jakarta Selatan",3,2,219 m²,150 m²
727,03/07/2024,"Rp1,25 Miliar","Rumah Siap Huni Di Jagakarsa, Dekat Obyek Wisata Ragunan","Jagakarsa, Jakarta Selatan",3,3,54 m²,100 m²
728,03/07/2024,"Rp4,4 Miliar",Dijual rumah grisenda  full furnish cantik dan rapi harga nego,"Penjaringan, Jakarta Utara",2,3,111 m²,334 m²
729,03/07/2024,"Rp1,95 Miliar",Turun Harga Rumah Baru Minimalis 6 x 15 Citra Cengkareng,"Cengkareng, Jakarta Barat",4,3,90 m²,150 m²
730,03/07/2024,"Rp2,95 Miliar","Rumah Secondary 2 Lantai, Dekat Ke Berbagai Akses, Nuansa Asri, 5 Menit St. Klender Baru di Duren Sawit","Duren Sawit, Jakarta Timur",4,3,180 m²,275 m²
731,03/07/2024,"Rp1,72 Miliar","Rumah Minimalis Siap Huni Di Jagakarsa, Dekat Tol Brigif","Jagakarsa, Jakarta Selatan",3,3,77 m²,140 m²
732,03/07/2024,Rp897 Juta,"HunianModern Dengan Harga Terjangkau, Mulai Dari 800JT-an, DP Ringan, di Rorotan","Cilincing, Jakarta Utara",2,2,45 m²,54 m²
733,03/07/2024,"Rp3,4 Miliar",DIJUAL CEPAT RUMAH BU DI PESANGGRAHAN DEKAT TOL,"Pesanggrahan, Jakarta Selatan",6,4,260 m²,170 m²
734,03/07/2024,"Rp4,35 Miliar","Dijual Cepat !! Rumah Siap Huni Jalan 3 Mobil di Janur Indah , Bisa Nego","Kelapa Gading, Jakarta Utara",4,3,153 m²,153 m²
735,03/07/2024,Rp2 Miliar,Dijual Rumah 2 Lantai Modern Minimalis Di Dalam Cluster @Jagakarsa,"Jagakarsa, Jakarta Selatan",3,3,126 m²,160 m²
736,03/07/2024,"Rp6,5 Miliar",TZ - 19972 Rumah Siap Huni Dalam Cluster,"Pasar Rebo, Jakarta Timur",5,5,320 m²,399 m²
737,03/07/2024,"Rp2,8 Miliar",Jual Rumah HunianTerawat di Petukangan Utara,"Pesanggrahan, Jakarta Selatan",4,1,160 m²,150 m²
738,03/07/2024,"Rp2,37 Miliar","Dijual Cepat !! Rumah Cocok untuk Usaha Siap Huni di Komp. Beacukai Sukapura , Bisa Nego","Cilincing, Jakarta Utara",5,4,119 m²,200 m²
739,03/07/2024,"Rp2,5 Miliar",Rumah murah 2 lantai siap huni jakarta timur JGC,"Cakung, Jakarta Timur",3,3,105 m²,85 m²
740,03/07/2024,"Rp5,3 Miliar",DIJUAL CEPAT RUMAH JL BINTARO PERMAI II,"Pesanggrahan, Jakarta Selatan",4,4,460 m²,500 m²
741,03/07/2024,"Rp4,3 Miliar",Dijual Rumah Baru Minimalis Modern di Tebet,"Tebet, Jakarta Selatan",3,4,110 m²,180 m²
742,03/07/2024,"Rp2,9 Miliar",Rumah premium di permata buana puri indah jakarta barat,"Kembangan, Jakarta Barat",3,3,60 m²,130 m²
743,03/07/2024,"Rp1,65 Miliar",Rumah Second Murah Lokasi Strategis Tanjung Barat Jagakarsa,"Jagakarsa, Jakarta Selatan",3,2,132 m²,70 m²
744,03/07/2024,Rp10 Miliar,"Di Jual Rimah di Kemang Timur Jaksel di Mampang Prapatan, Jakarta Selatan, Jakarta","Mampang Prapatan, Jakarta Selatan",7,6,225 m²,425 m²
745,03/07/2024,Rp170 Miliar,Dijual Rumah di Selong Kebayoran Baru Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",4,3,1285 m²,500 m²
746,03/07/2024,"Rp6,5 Miliar","Di Jual Rumah bagus murah,S.pool di Ampera Cilandak Timur","Cilandak, Jakarta Selatan",4,3,470 m²,650 m²
747,03/07/2024,Rp350 Juta,Rumah murah di condet kramat jati jakarta timur termurah,"Kramat Jati, Jakarta Timur",1,1,14 m²,24 m²
748,03/07/2024,Rp8 Miliar,"Rumah Mewah Siap Huni Di Pasar Minggu , Strategis , Harga Nego","Pasar Minggu, Jakarta Selatan",7,6,270 m²,280 m²
749,03/07/2024,Rp11 Miliar,"For Sale Rumah 2.5 Lantai Siap Huni &  Terawat di Kemang Jaksel di Mampang Prapatan, Jakarta Selatan, Jakarta Seken","Mampang Prapatan, Jakarta Selatan",4,4,260 m²,350 m²
750,03/07/2024,"Rp3,35 Miliar","Dijual Rumah Gandeng, Lahan Luas, Lokasi Strategis @Jagakarsa","Jagakarsa, Jakarta Selatan",7,4,256 m²,240 m²
751,03/07/2024,Rp32 Miliar,Rumah mewah di pondok indah Tanah Luas Dijual,"Kebayoran Lama, Jakarta Selatan",5,4,689 m²,555 m²
752,03/07/2024,"Rp3,4 Miliar",Rumah Mewah 3 Lantai cuman 3Man di Pondok Pinang,"Kebayoran Lama, Jakarta Selatan",3,3,78 m²,145 m²
753,03/07/2024,"Rp4,9 Miliar",Townhouse Mewah di Cidodol Raya By Toyota Housing,"Kebayoran Lama, Jakarta Selatan",4,4,90 m²,186 m²
754,03/07/2024,"Rp3,8 Miliar","Rumah Secondary 2,5 Lantai di Komplek DKI Cipedak Jagakarsa","Jagakarsa, Jakarta Selatan",4,4,174 m²,250 m²
755,03/07/2024,"Rp1,4 Miliar","Rumah Primary 2 Lantai Di cipedak, Jagakarsa","Jagakarsa, Jakarta Selatan",3,3,63 m²,105 m²
756,03/07/2024,"Rp4,9 Miliar",Rumah 3 Lantai Di Cidodol Raya dekat ke Permata Hijau dan Senayan,"Kebayoran Lama, Jakarta Selatan",3,3,90 m²,186 m²
757,03/07/2024,"Rp3,6 Miliar",Dijual Rumah di Bintaro Jaksel Dekat MRT Lebak Bulus,"Pesanggrahan, Jakarta Selatan",5,5,241 m²,200 m²
758,03/07/2024,"Rp13,6 Miliar",Rumah siap huni di Kebayoran Baru Jaksel,"Kebayoran Baru, Jakarta Selatan",8,2,231 m²,350 m²
759,03/07/2024,"Rp1,65 Miliar",Rumah Lokasi Strategis dan nyaman di Jagakarsa Jakarta Selatan,"Jagakarsa, Jakarta Selatan",3,2,132 m²,70 m²
760,03/07/2024,Rp9 Miliar,"Rumah Senayan Golf Residence Kebayoran Lama, Jakarta Selatan","Kebayoran Baru, Jakarta Selatan",4,4,88 m²,240 m²
761,03/07/2024,Rp580 Juta,Rumah Baru Akses Mobil Bisa KPR Di Setu Cipayung Jakarta Timur,"Cipayung, Jakarta Timur",2,2,48 m²,50 m²
762,03/07/2024,"Rp3,8 Miliar","Rumah Taman Permata Indah Pejagalan, Penjaringan, Jakarta Utara","Penjaringan, Jakarta Utara",3,2,126 m²,273 m²
763,03/07/2024,Rp17 Juta,"Di Jual cepat & murah, Rumah hitung tanah di Kemang Jaksel di Mampang Prapatan, Jakarta Selatan, Jakarta","Mampang Prapatan, Jakarta Selatan",4,4,535 m²,250 m²
764,03/07/2024,"Rp5,5 Miliar","Rumah Kelapa Puan Timur Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,200 m²,230 m²
765,03/07/2024,Rp25 Miliar,"Rumah Mewah di Pluit Barat Raya, Penjaringan, Semi Furnished, 715m², 2 Lt, SHM (TSI/16674)","Penjaringan, Jakarta Utara",4,4,715 m²,600 m²
766,03/07/2024,"Rp5,5 Miliar","Dijual Rumah Cluster di Mampang, Jakarta Selatan","Mampang Prapatan, Jakarta Selatan",5,5,165 m²,250 m²
767,03/07/2024,"Rp2,1 Miliar","Rumah Gading Indah Utara Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,1,90 m²,1 m²
768,03/07/2024,"Rp6,5 Miliar","Rumah Grand Orchard Ebony Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,208 m²,230 m²
769,03/07/2024,Rp8 Miliar,"Rumah Sumagung Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",10,4,161 m²,322 m²
770,03/07/2024,"Rp4,1 Miliar","Dijual Cepat !! Rumah Siap Huni Jalan 3 Mobil di Janur Elok , Bisa Nego","Kelapa Gading, Jakarta Utara",4,3,153 m²,153 m²
771,03/07/2024,"Rp5,3 Miliar","Rumah Kelapa Hijau Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",5,4,230 m²,138 m²
772,03/07/2024,"Rp3,5 Miliar",Di jual rumah daerah Pulogebang jakarta timur,"Cakung, Jakarta Timur",4,3,303 m²,167 m²
773,03/07/2024,"Rp3,9 Miliar","Rumah Jl. Mimosa Raya, Sunter Mas, Jakarta Utara","Tanjung Priok, Jakarta Utara",2,2,180 m²,1 m²
774,03/07/2024,"Rp4,5 Miliar","Rumah Komplek Graha Sunter Pratama, Jln. Selat Sunda Sunter, Jakarta Utara","Tanjung Priok, Jakarta Utara",3,2,144 m²,167 m²
775,03/07/2024,"Rp2,39 Miliar","Rumah Sunter Agung Utara Sunter, Jakarta Utara","Tanjung Priok, Jakarta Utara",4,2,90 m²,159 m²
776,03/07/2024,"Rp1,3 Miliar",Jual Rumah 3 lantai di Kalibata Jakarta Selatan,"Pancoran, Jakarta Selatan",2,2,14 m²,43 m²
777,03/07/2024,"Rp5,2 Miliar","Rumah Sunter Garden Sunter, Jakarta Utara","Tanjung Priok, Jakarta Utara",5,2,229 m²,360 m²
778,03/07/2024,"Rp1,3 Miliar",Jual Rumah 3 lantai di Kalibata Jakarta Selatan,"Pancoran, Jakarta Selatan",2,2,14 m²,43 m²
779,03/07/2024,"Rp6,5 Miliar","WTS / Dijual Rumah di Jalan Sinar Budi, Jakarta Utara","Penjaringan, Jakarta Utara",5,3,262 m²,400 m²
780,03/07/2024,Rp800 Juta,Jual Rumah Aparthouse Crystal Blok M Jakarta Selatan,"Cilandak, Jakarta Selatan",2,2,13 m²,48 m²
781,03/07/2024,Rp800 Juta,Jual Rumah Aparthouse Crystal Blok M Jakarta Selatan,"Cilandak, Jakarta Selatan",2,2,13 m²,48 m²
782,03/07/2024,Rp7 Miliar,"Rumah Gading Nirwana Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,198 m²,350 m²
783,03/07/2024,"Rp3,8 Miliar","Rumah Jl Giring-Giring BCS, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",5,4,170 m²,255 m²
784,03/07/2024,"Rp5,5 Miliar","Rumah Gading Elok Barat Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",5,4,162 m²,263 m²
785,03/07/2024,Rp12 Miliar,"Rumah Villa Permata Gading Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,390 m²,500 m²
786,03/07/2024,"Rp5,5 Miliar","Kost Jl Kebon Kacang Tanah Abang, Jakarta Pusat","Tanah Abang, Jakarta Pusat",10,10,75 m²,280 m²
787,03/07/2024,"Rp2,25 Miliar","Rumah Cluster Gilimanuk di Daan Mogot, Jakarta Barat Dijual","Kali Deres, Jakarta Barat",3,2,90 m²,100 m²
788,03/07/2024,Rp730 Juta,Rumah Baru Siap Huni Di Ciracas Jakarta Timur,"Ciracas, Jakarta Timur",2,1,82 m²,60 m²
789,03/07/2024,Rp650 Juta,Rumah murah di ceger cipayung jakarta timur lokasi strategis,"Cipayung, Jakarta Timur",3,2,50 m²,60 m²
790,03/07/2024,"Rp1,76 Miliar","Dijual Rumah di Menteng Dalam, Tebet, JakSel. Jual Cepat/Butuh Uang","Tebet, Jakarta Selatan",3,2,139 m²,90 m²
791,03/07/2024,Rp375 Juta,RUMAH DI PULO GEBANG JAKARTA TIMUR,"Cakung, Jakarta Timur",1,1,55 m²,50 m²
792,03/07/2024,"Rp6,5 Miliar",Jual cepat murah rumah komplek taman bukit kemang Cipete utara Jakarta selatan dkt mall lippo kemang antasari,"Kebayoran Baru, Jakarta Selatan",3,3,188 m²,540 m²
793,03/07/2024,"Rp2,2 Miliar","Rumah Jl. Patimura Rawabadak Selatan, Koja, Jakarta Utara","Koja, Jakarta Utara",6,3,334 m²,250 m²
794,03/07/2024,Rp10 Miliar,"Rumah Janur Elok, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,212 m²,280 m²
795,03/07/2024,"Rp3,7 Miliar","Rumah Pelepah Indah Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",5,4,120 m²,250 m²
796,03/07/2024,"Rp6,5 Miliar","Rumah Kelapa Kopyor Timur Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",5,3,231 m²,300 m²
797,03/07/2024,"Rp5,5 Miliar","Rumah Gading Elok Barat Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",5,4,162 m²,263 m²
798,03/07/2024,"Rp5,9 Miliar","Rumah Kelapa Kopyor Timur, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,4,145 m²,250 m²
799,03/07/2024,"Rp5,7 Miliar","Rumah Jl. Raya Kelapa Kopyor, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,102 m²,200 m²
800,03/07/2024,"Rp2,8 Miliar","Rumah Kelapa Kopyor Timur Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,102 m²,200 m²
801,03/07/2024,"Rp1,97 Miliar","Rumah Jl. Orange Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,3,72 m²,70 m²
802,03/07/2024,"Rp1,77 Miliar","Rumah Jl. Orange Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,2,54 m²,67 m²
803,03/07/2024,"Rp7,5 Miliar","Rumah Gading Kirana Timur Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,220 m²,320 m²
804,03/07/2024,"Rp2,39 Miliar","Rumah Sunter Agung Utara Sunter, Jakarta Utara","Tanjung Priok, Jakarta Utara",4,2,90 m²,159 m²
805,03/07/2024,"Rp2,5 Miliar","Rumah Gading Mas Timur, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",2,2,90 m²,90 m²
806,03/07/2024,"Rp6,75 Miliar","Rumah Gading Kirana Barat Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,4,187 m²,170 m²
807,03/07/2024,"Rp3,8 Miliar","Rumah Jl Giring-Giring BCS, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",5,4,170 m²,255 m²
808,03/07/2024,"Rp3,95 Miliar","Kost Taman Pegangsaan Indah Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",10,10,165 m²,450 m²
809,03/07/2024,"Rp6,5 Miliar","Rumah Jl Katalia Raya Tomang, Jakarta Barat","Grogol Petamburan, Jakarta Barat",5,2,200 m²,240 m²
810,03/07/2024,Rp3 Miliar,"Rumah Jl Pondok Kopi, Jakarta Timur","Duren Sawit, Jakarta Timur",4,3,250 m²,180 m²
811,03/07/2024,"Rp16,3 Miliar","Rumah Royal Orchard Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,5,300 m²,900 m²
812,03/07/2024,"Rp4,7 Miliar","Rumah Grand Orchard Ebony Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,119 m²,165 m²
813,03/07/2024,Rp9 Miliar,Jual Cepat Rmh tua (luas 560m2) daerah strategis cocok untuk investasi. Rumah,"Kebayoran Lama, Jakarta Selatan",8,3,560 m²,300 m²
814,03/07/2024,"Rp5,5 Miliar","Rumah Grand Orchard Ebony Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,180 m²,220 m²
815,03/07/2024,"Rp6,5 Miliar","Rumah Grand Orchard Ebony Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,208 m²,230 m²
816,03/07/2024,Rp9 Miliar,"Rumah Grand Orchard Ebony Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,4,180 m²,300 m²
817,03/07/2024,Rp10 Miliar,Jual Rumah Pasar Minggu hitung Tanah Rumah Tua Jakarta Selatan,"Pasar Minggu, Jakarta Selatan",8,2,466 m²,265 m²
818,03/07/2024,"Rp1,7 Miliar","Rumah Hibrida Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,90 m²,108 m²
819,03/07/2024,"Rp5,3 Miliar","Rumah Janur Elok Raya Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,231 m²,225 m²
820,02/07/2024,Rp3 Miliar,"Rumah Taman Kencana Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",5,3,195 m²,170 m²
821,02/07/2024,"Rp2,87 Miliar","Rumah Premier Pavilion, Jl Peta Barat Kalideres, Jakarta Barat","Kali Deres, Jakarta Barat",4,3,180 m²,270 m²
822,02/07/2024,"Rp4,7 Miliar","Rumah Taman Kencana Cengkareng, Jakarta Barat","Cengkareng, Jakarta Barat",4,4,264 m²,280 m²
