,date,price,description,location,bedrooms,bathrooms,land,floor
6470,28/06/2024,"Rp1,37 Miliar",Cluster baru design kekinian di bampu apus jakarta timur,"Ciracas, Jakarta Timur",3,2,64 m²,75 m²
6471,28/06/2024,"Rp1,8 Miliar",Di jual rumah daerah metland cakung Jakarta Timur,"Cakung, Jakarta Timur",2,2,120 m²,100 m²
6472,28/06/2024,"Rp1,6 Miliar",Rumah kavling siap huni di kawasan cipayung jakarta timur,"Cipayung, Jakarta Timur",3,3,82 m²,174 m²
6473,28/06/2024,"Rp3,6 Miliar",di jual rumah murah daerah duren sawit Jakarta timur,"Duren Sawit, Jakarta Timur",4,4,322 m²,299 m²
6474,28/06/2024,Rp4 Miliar,"Cluster mewah yang mampu menghemat Energi Hingga 40%, Best Location selangkah Ke Jakarta Sel","Jatinegara, Jakarta Timur",4,3,180 m²,175 m²
6475,28/06/2024,"Rp2,9 Miliar",Harga Di Bawah Njop di Bintaro Jaya Sektor 1 Rumah Seken di Sektor 1 -  Bintaro Dekat Sekolah Dekat Stasiun,"Pesanggrahan, Jakarta Selatan",4,3,256 m²,200 m²
6476,28/06/2024,"Rp9,25 Miliar","Rumah Kelapa Puyuh Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",5,4,337 m²,500 m²
6477,28/06/2024,Rp3 Miliar,"Rumah Hibrida Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,2,136 m²,135 m²
6478,28/06/2024,"Rp2,8 Miliar","Rumah Kelapa Hibrida Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",6,3,90 m²,225 m²
6479,28/06/2024,"Rp1,5 Miliar","Rumah Jl. Mangga Lontar Tugu Utara, Koja, Jakarta Utara","Koja, Jakarta Utara",3,1,100 m²,100 m²
6480,28/06/2024,"Rp4,5 Miliar","Rumah Jl. Kebantenan Semper Timur, Cilincing, Jakarta Utara","Cilincing, Jakarta Utara",2,1,484 m²,130 m²
6481,28/06/2024,"Rp1,7 Miliar","Rumah Jl. Kebantenan Semper Timur, Cilincing, Jakarta Utara","Cilincing, Jakarta Utara",4,2,130 m²,130 m²
6482,28/06/2024,Rp625 Juta,"Di Jual Rumah rapi, Siap huni, Strategis di Kebon Jeruk Jakbar Seken di Kebon Jeruk, Jakarta Barat, Jakarta","Kebon Jeruk, Jakarta Barat",2,1,60 m²,50 m²
6483,28/06/2024,"Rp6,7 Miliar","Rumah Jl. Upaya Kebon Bawang, Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",6,5,360 m²,600 m²
6484,28/06/2024,"Rp1,9 Miliar","Rumah Jl. Walang Timur Koja, Jakarta Utara","Koja, Jakarta Utara",5,3,141 m²,260 m²
6485,28/06/2024,"Rp3,2 Miliar",Rumah Jakarta 2 lantai 1/4 Furnish di kelapa gading harga minimalis Seken Bebas Banjir,"Kelapa Gading, Jakarta Utara",3,2,153 m²,153 m²
6486,28/06/2024,"Rp3,2 Miliar","Rumah Jl. Mindi Koja, Jakarta Utara","Koja, Jakarta Utara",6,3,167 m²,102 m²
6487,28/06/2024,"Rp2,5 Miliar",Rumah Terawat Siap Huni di Taman Surya,"Kali Deres, Jakarta Barat",3,2,126 m²,182 m²
6488,28/06/2024,"Rp4,8 Miliar","Rumah Jl. Gadang Tanjung Priok, Jakarta Utara","Tanjung Priok, Jakarta Utara",4,2,190 m²,363 m²
6489,28/06/2024,"Rp13,5 Miliar","Di Jual Rumah Lama pinggir jalan raya di Pondok Labu, Cilandak Jaksel Seken di Cilandak, Jakarta Selatan, Jakarta","Cilandak, Jakarta Selatan",5,4,1033 m²,500 m²
6490,28/06/2024,"Rp3,8 Miliar","Dijual Rumah Cantik dan Asri 1½ lantai, Lokasi Strategis & Prestisius Kavling  TNI-AL Duren Sawit Jakarta Timur","Duren Sawit, Jakarta Timur",4,3,306 m²,218 m²
6491,28/06/2024,"Rp6,5 Miliar","Rumah Kelapa Kopyor Timur Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",5,3,231 m²,300 m²
6492,28/06/2024,"Rp5,5 Miliar","Rumah Gading Elok Barat Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",5,4,162 m²,263 m²
6493,28/06/2024,"Rp5,9 Miliar","Rumah Kelapa Kopyor Timur, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,4,145 m²,250 m²
6494,28/06/2024,"Rp2,1 Miliar",Rumah Baru Mau Direnovasi Total di Taman Palem Lestari,"Cengkareng, Jakarta Barat",3,2,90 m²,108 m²
6495,28/06/2024,"Rp5,7 Miliar","Rumah Jl. Raya Kelapa Kopyor, Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,102 m²,200 m²
6496,28/06/2024,Rp4 Miliar,Jual Rumah Strategis Bintaro Jakarta Selatan Cocok Untuk Usaha,"Pesanggrahan, Jakarta Selatan",10,7,400 m²,400 m²
6497,28/06/2024,"Rp2,8 Miliar","Rumah Kelapa Kopyor Timur Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,3,102 m²,200 m²
6498,28/06/2024,Rp9 Miliar,"Rumah Gading Elok Raya Utara Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",4,2,324 m²,200 m²
6499,28/06/2024,"Rp1,9 Miliar","Rumah Gading Elok Timur Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",1,1,102 m²,1 m²
6500,28/06/2024,"Rp2,5 Miliar","Rumah Gading Elok Timur Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",2,1,102 m²,90 m²
6501,28/06/2024,Rp15 Miliar,"Rumah Luas, Dekat Mall Taman Anggrek di Slipi, Jakarta Barat","Palmerah, Jakarta Barat",5,3,843 m²,550 m²
6502,28/06/2024,"Rp3,5 Miliar","Rumah Villa Permata Gading Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",3,2,99 m²,126 m²
6503,28/06/2024,"Rp2,9 Miliar","Rumah Cluster Matana Jakarta Garden City, Cakung, Jakarta Timur","Cakung, Jakarta Timur",3,3,98 m²,91 m²
6504,28/06/2024,"Rp2,65 Miliar",Rumah Cluster Villa Permata Gading kelapa Gading Jakarta Utara,"Kelapa Gading, Jakarta Utara",2,2,99 m²,108 m²
6505,28/06/2024,Rp9 Miliar,"Kost Jl. Kebon Kacang Tanah Abang, Jakarta Pusat","Tanah Abang, Jakarta Pusat",10,10,160 m²,490 m²
6506,28/06/2024,"Rp1,8 Miliar",Rumah Hunian Terawat di Taman Palem Lestari,"Cengkareng, Jakarta Barat",3,2,90 m²,132 m²
6507,28/06/2024,"Rp2,8 Miliar","Turun Harga!! Rumah Taman Palem Lestari, Cengkareng, 6x15 m², 3 Lt, SHM (TSI/16678)","Cengkareng, Jakarta Barat",6,3,90 m²,198 m²
6508,28/06/2024,Rp4 Miliar,FN - 19337 Dijual Rumah Di Pejaten Indah Jakarta Selatan,"Pancoran, Jakarta Selatan",4,3,252 m²,150 m²
6509,28/06/2024,"Rp2,2 Miliar",Rumah Rapi Hadap Taman di Taman Surya,"Kali Deres, Jakarta Barat",3,2,108 m²,180 m²
6510,28/06/2024,"Rp3,45 Miliar",Rumah Cluster Scandinavian Lokasi Strategis Jagakarsa Jakarta Selatan,"Jagakarsa, Jakarta Selatan",3,3,95 m²,250 m²
6511,28/06/2024,"Rp1,4 Miliar",Rumah Sudah Renovasi di Taman Permata Palem,"Kali Deres, Jakarta Barat",4,2,56 m²,93 m²
6512,28/06/2024,"Rp3,25 Miliar",Dijual rumah sunter bisma bebas banjir siap huni nego,"Tanjung Priok, Jakarta Utara",3,3,90 m²,269 m²
6513,28/06/2024,"Rp3,25 Miliar",Dijual cepat rumah taman permata indah tubagus angke jual bu,"Grogol Petamburan, Jakarta Barat",4,3,96 m²,132 m²
6514,28/06/2024,"Rp1,87 Miliar",Hunian  Baru dan mewah Apart House Puri at Kemang Jakarta Selatan,"Mampang Prapatan, Jakarta Selatan",6,5,16 m²,99 m²
6515,28/06/2024,"Rp4,8 Miliar","Townhouse Modern Cantik di Lebak Bulus, Cilandak, Jakarta Selatan","Cilandak, Jakarta Selatan",3,2,160 m²,228 m²
6516,28/06/2024,"Rp1,8 Miliar",Rumah HOOK NYAMAN Hadap Taman DP Ringan Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,174 m²,99 m²
6517,28/06/2024,"Rp3,55 Miliar",Rumah MURAH Grisenda di Pantai Indah Kapuk Dijual,"Penjaringan, Jakarta Utara",0,0,200 m²,243 m²
6518,28/06/2024,Rp2 Miliar,Rumah Minimalis Modern Siap Huni FULL Renov BAGUS Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",4,3,180 m²,200 m²
6519,28/06/2024,"Rp1,5 Miliar",Rumah Bangunan KOKOH BAGUS Masih NEGOO Cluster Depan Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",4,3,135 m²,160 m²
6520,28/06/2024,"Rp1,95 Miliar",Rumah SANGAT MURAH Tanah 210m Bangunan BESAR Legenda Wisata Cibuburr,"Ciracas, Jakarta Timur",3,3,210 m²,180 m²
6521,28/06/2024,"Rp11,5 Miliar",Rumah 2 Lantai Siap Huni Di Pejaten Jaksel 6 Kamar Tidur,"Pasar Minggu, Jakarta Selatan",6,3,417 m²,250 m²
6522,28/06/2024,"Rp11,5 Miliar",Rumah 2 Lantai Siap Huni Di Pejaten Jaksel 6 Kamar Tidur,"Pasar Minggu, Jakarta Selatan",6,3,417 m²,250 m²
6523,28/06/2024,"Rp1,7 Miliar",Rumah IDAMAN Siap HUNI Full Renov BAGUS Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,135 m²,170 m²
6524,28/06/2024,"Rp1,9 Miliar",Rumah MEGAH Terawat Siap HUNI Nyaman Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,3,171 m²,180 m²
6525,28/06/2024,"Rp1,8 Miliar",Rumah CLASIC TERMURAH Siap HUNI BGT DP Ringan Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",4,2,180 m²,200 m²
6526,28/06/2024,"Rp11,5 Miliar",Rumah 2 Lantai Siap Huni Di Pejaten Jaksel 6 Kamar Tidur,"Pasar Minggu, Jakarta Selatan",6,3,417 m²,250 m²
6527,28/06/2024,Rp880 Juta,RUMAH CLUSTER MINIMALIS DI BEKASI JATIBENING DEKAT LRT DAN BEBAS BANJIR,"Cempaka Putih, Jakarta Pusat",3,2,77 m²,77 m²
6528,28/06/2024,"Rp1,65 Miliar",Rumah MURAH Full Granit BAGUS Cluster BARU Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,153 m²,150 m²
6529,28/06/2024,"Rp1,55 Miliar",Rumah IDAMAN Hadap Taman Siap Huni Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,128 m²,150 m²
6530,28/06/2024,"Rp1,75 Miliar",Rumah RAPIH dan TERAWAT MURAH Siap Huni Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,3,171 m²,170 m²
6531,28/06/2024,"Rp1,75 Miliar",Rumah KOKOH Siap Huni Bangunan Besar BAGUS Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,3,162 m²,200 m²
6532,28/06/2024,"Rp1,8 Miliar",Rumah HOOK BAGUS Minimalis Modern Siap HUNI Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,150 m²,120 m²
6533,28/06/2024,"Rp1,5 Miliar",Rumah NYAMAN Siap Huni Exclusive Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,128 m²,150 m²
6534,28/06/2024,Rp900 Juta,RUMAH CLUSTER TERMURAH DI BEKASI JATIBENING WILAYAH BEBAS BANJIR,"Cempaka Putih, Jakarta Pusat",3,2,74 m²,70 m²
6535,28/06/2024,Rp15 Miliar,Jual Cepat !!! Cipete Raya Rumah Huk Satu Lantai halaman luas,"Kebayoran Lama, Jakarta Selatan",4,3,793 m²,353 m²
6536,28/06/2024,"Rp1,55 Miliar",Rumah Siap HUNI Full Granit BAGUS Nyaman Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,133 m²,120 m²
6537,28/06/2024,"Rp1,3 Miliar",Rumah HOOK Bagus Baru Renov Dekat Mushola Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",2,1,107 m²,45 m²
6538,28/06/2024,"Rp1,35 Miliar",Rumah HOOK BAGUS BGT Full Granit Siap HUNI Nyaman Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",2,1,142 m²,80 m²
6539,28/06/2024,"Rp2,85 Miliar",Rumah Cluster Ada Rooftop di Jln Sadar Raya Jagakarsa Jakarta Selatan,"Jagakarsa, Jakarta Selatan",4,4,93 m²,220 m²
6540,28/06/2024,"Rp1,19 Miliar",Rumah MURAH BGT Siap Huni Dekat Taman Cluster Depan Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,119 m²,200 m²
6541,28/06/2024,"Rp1,45 Miliar",Rumah MURAH Tanah 144m BAGUS Hadap Taman DP Ringan Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,144 m²,150 m²
6542,28/06/2024,"Rp1,17 Miliar",Rumah POJOK MURAH Bagus BGT Full Renov NYAMAN Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",4,2,121 m²,135 m²
6543,28/06/2024,"Rp2,95 Miliar",Dijual Rumah Cluster American Classic Rooftop di Jagakarsa Jakarta Selatan,"Jagakarsa, Jakarta Selatan",4,4,90 m²,158 m²
6544,28/06/2024,Rp4 Miliar,JUAL RUMAH BAGUS SIAP HUNI KAWASAN PONDOK LABU,"Cilandak, Jakarta Selatan",7,3,171 m²,250 m²
6545,28/06/2024,"Rp7,9 Miliar","DIJUAL CEPAT RUMAH RADIO DALAM, HITUNG TANAH, COCOK UNTUK USAHA KOST","Kebayoran Baru, Jakarta Selatan",10,4,262 m²,192 m²
6546,28/06/2024,Rp6 Miliar,"Di Jual Rumah Siap huni di bawah NJOP di Petojo Jakpus Seken di Gambir, Jakarta Pusat, Jakarta","Gambir, Jakarta Pusat",7,4,254 m²,359 m²
6547,28/06/2024,"Rp5,5 Miliar",Rumah Grand Puri Grisenda   3 Lantai di Pantai Indah Kapuk Dijual,"Penjaringan, Jakarta Utara",5,3,132 m²,250 m²
6548,28/06/2024,Rp55 Miliar,Dijual Rumah Bebas Banjir di Simprug Area,"Kebayoran Baru, Jakarta Selatan",7,7,680 m²,1200 m²
6549,28/06/2024,"Rp2,1 Miliar",Rumah baru murah 3 lantai lebar 5 jakarta barat siap huni,"Cengkareng, Jakarta Barat",4,3,60 m²,95 m²
6550,28/06/2024,Rp2 Miliar,Rumah siap huni gratis surat-surat meruya jakarta barat,"Kembangan, Jakarta Barat",3,3,60 m²,110 m²
6551,28/06/2024,"Rp1,19 Miliar",Rumah SANGAT MURAH Full Granit Tinggal Masuk Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,119 m²,120 m²
6552,28/06/2024,"Rp1,3 Miliar",Rumah MURAH Siap HUNI Bisa Cash/KPR Terawat Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,133 m²,88 m²
6553,28/06/2024,"Rp1,35 Miliar",Rumah Minimalis Full Renov BAGUS Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,126 m²,135 m²
6554,28/06/2024,Rp12 Miliar,"Rumah di Area Sunter Agung Podomoro, Harga Masih Bisa Nego, Kondisi Semi Furnish, Siap Huni Dan Rapi","Penjaringan, Jakarta Utara",6,5,308 m²,650 m²
6555,28/06/2024,"Rp3,25 Miliar","Jual Cepat Harga BU Rumah Taman Permata Indah 2 , Penjaringan – Jakarta Utara","Penjaringan, Jakarta Utara",3,3,97 m²,200 m²
6556,28/06/2024,"Rp1,5 Miliar","Rumah Taman Palem Lestari (Ukuran 3,75x15 m)","Cengkareng, Jakarta Barat",2,2,55 m²,81 m²
6557,28/06/2024,"Rp1,35 Miliar",Rumah BAGUS BGT Full Granit Baru Renov Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,120 m²,88 m²
6558,28/06/2024,"Rp1,39 Miliar",Rumah IDAMAN BAGUS Masih NEGO Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,133 m²,110 m²
6559,28/06/2024,"Rp1,25 Miliar",Rumah KULDESAK MURAH Minimalis Dekat Taman Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",2,2,120 m²,100 m²
6560,28/06/2024,"Rp3,3 Miliar",rumah mewah di jakarta timur cakung nego sampai jadi,"Cakung, Jakarta Timur",5,3,153 m²,170 m²
6561,28/06/2024,"Rp1,15 Miliar","Di Jual Rumah Baru Siap huni di Rawa Belong Palmerah Jakbar Seken di Palmerah, Jakarta Barat, Jakarta","Palmerah, Jakarta Barat",2,2,34 m²,57 m²
6562,28/06/2024,"Rp1,29 Miliar",Rumah MURAH Siap HUNI Bisa Cash/KPR Cluster Depan Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",2,2,120 m²,100 m²
6563,28/06/2024,"Rp1,35 Miliar",Rumah CLASIC Nyaman Siap Huni Lingkungan ASRI Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,119 m²,88 m²
6564,28/06/2024,"Rp1,23 Miliar",Rumah MURAH dan BAGUS Siap HUNI Baja Ringan Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,128 m²,150 m²
6565,28/06/2024,"Rp2,9 Miliar",Rumah mewah konsep bali di karang tengah dekat jakarta barat,"Kebon Jeruk, Jakarta Barat",3,3,84 m²,104 m²
6566,28/06/2024,"Rp2,56 Miliar",Rumah baru 3 lantai dekat toll 4 kamar tidur jakarta barat,"Cengkareng, Jakarta Barat",4,4,66 m²,130 m²
6567,28/06/2024,Rp990 Juta,Dijual Rumah Secondary Siap Huni Lokasi Strategis Di Duren Sawit Jakarta Timur.,"Duren Sawit, Jakarta Timur",3,2,42 m²,80 m²
6568,28/06/2024,"Rp1,2 Miliar",Rumah INI MURAH Siap Huni BU Cluster Depan Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,119 m²,120 m²
6569,28/06/2024,"Rp1,2 Miliar",Rumah MURAH BARU Renov CAKEP BGT Exclusive Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,128 m²,150 m²
6570,28/06/2024,"Rp1,35 Miliar",Rumah MURAH Tanah 136m Siap Huni Dekat Taman Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,136 m²,200 m²
6571,28/06/2024,Rp3 Miliar,Rumah hook komplek buaran jakarta timur,"Duren Sawit, Jakarta Timur",4,3,170 m²,200 m²
6572,28/06/2024,"Rp1,95 Miliar",Rumah Nyaman Di Pondok Pinang,"Kebayoran Lama, Jakarta Selatan",4,3,74 m²,149 m²
6573,28/06/2024,"Rp4,85 Miliar",Rumah swimming pool private cipinang indah jakarta timur,"Duren Sawit, Jakarta Timur",3,3,161 m²,320 m²
6574,28/06/2024,"Rp2,97 Miliar",Rumah Luas Dua Lantai di Perum Bangun Cipta Jakarta Timur,"Pulo Gadung, Jakarta Timur",9,6,180 m²,320 m²
6575,28/06/2024,"Rp2,5 Miliar","Di Jual Rumah dalam Komplek di Jagakarsa Jaksel Seken di Jagakarsa, Jakarta Selatan, Jakarta","Jagakarsa, Jakarta Selatan",4,2,240 m²,170 m²
6576,28/06/2024,"Rp3,15 Miliar",Rumah Minimalis di Palem Indah Kota Jakarta Timur Shm,"Duren Sawit, Jakarta Timur",5,3,112 m²,220 m²
6577,28/06/2024,Rp8 Miliar,Dijual rumah parkiran luas 8 mobil pojok,"Jagakarsa, Jakarta Selatan",3,3,356 m²,162 m²
6578,28/06/2024,"Rp5,76 Miliar",Jual Rumah Lama Sangat Bagus di Jalan Lodan Jakarta Timur,"Pulo Gadung, Jakarta Timur",7,3,296 m²,314 m²
6579,28/06/2024,"Rp4,32 Miliar",Rumah Siap Huni di Area Klender Jakarta Timur Strategis,"Duren Sawit, Jakarta Timur",8,4,457 m²,357 m²
6580,28/06/2024,"Rp1,75 Miliar",Rumah Rapi Siap Huni di Citra Garden,"Kali Deres, Jakarta Barat",3,2,90 m²,130 m²
6581,28/06/2024,"Rp4,95 Miliar",Dijual Rumah Shm di Jalan Dermaga Jakarta Timur Siap Huni,"Duren Sawit, Jakarta Timur",6,6,1350 m²,475 m²
6582,28/06/2024,"Rp1,5 Miliar","Di Jual / Di Sewa Rumah tingkat di Jagakarsa Jaksel Seken di Jagakarsa, Jakarta Selatan, Jakarta","Jagakarsa, Jakarta Selatan",4,3,115 m²,120 m²
6583,28/06/2024,"Rp1,39 Miliar",Rumah Idaman 2 Lantai Siap Huni Bisa Cash/KPR Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,128 m²,110 m²
6584,28/06/2024,"Rp1,4 Miliar",Rumah BAGUS Ada ROOFTOP Nyaman Siap Huni Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,119 m²,200 m²
6585,28/06/2024,"Rp1,15 Miliar",Rumah HOOK MURAH Siap Huni BAGUS Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",3,2,165 m²,120 m²
6586,28/06/2024,"Rp2,7 Miliar",Rumah Bagus Minimalis di Taman Palem Lestari,"Cengkareng, Jakarta Barat",4,3,93 m²,112 m²
6587,28/06/2024,"Rp4,85 Miliar",Rumah Pojok Bagus di Daerah Cipinang Muara Jakarta Timur,"Jatinegara, Jakarta Timur",5,2,245 m²,169 m²
6588,28/06/2024,Rp840 Juta,Rumah SUPER BAGUS Baja Ringan DP Ringan Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",2,1,90 m²,65 m²
6589,28/06/2024,"Rp1,05 Miliar",Rumah TERMURAH Minimalis Modern Cluster Baru Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",2,1,120 m²,46 m²
6590,28/06/2024,Rp990 Juta,Rumah Rapih Terawat Siap HUNI DP Ringan Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",2,1,96 m²,75 m²
6591,28/06/2024,"Rp2,7 Miliar",Jual Rumah Shm 2 Lantai di Bambu Apus Kota Jakarta Timur,"Cipayung, Jakarta Timur",6,3,162 m²,200 m²
6592,28/06/2024,"Rp2,45 Miliar",Rumah Baru Minimalis di Taman Palem Lestari,"Cengkareng, Jakarta Barat",4,3,75 m²,144 m²
6593,28/06/2024,Rp850 Juta,Rumah MURAH POJOK DP Ringan Cluster BARU Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",2,1,108 m²,45 m²
6594,28/06/2024,Rp780 Juta,Rumah Moder Minimalis BAGUS Siap Huni Dekat Mushola Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",2,1,72 m²,70 m²
6595,28/06/2024,Rp630 Juta,Rumah MURAH Idaman Keluarga Muda DP Ringan Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",2,1,72 m²,50 m²
6596,28/06/2024,"Rp1,9 Miliar",Rumah Rapi Terawat di Taman Palem Lestari,"Kali Deres, Jakarta Barat",2,2,75 m²,96 m²
6597,28/06/2024,"Rp1,65 Miliar","Rumah Hunian di Taman Surya, Jakarta Barat","Kali Deres, Jakarta Barat",2,2,108 m²,112 m²
6598,28/06/2024,Rp990 Juta,Rumah Siap HUNI Cluster Favorite Rapih Terawat Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",2,1,96 m²,75 m²
6599,28/06/2024,Rp840 Juta,Rumah Minimalis SUPER BAGUS Baja Ringan DP Ringan Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",2,1,90 m²,65 m²
6600,28/06/2024,Rp13 Miliar,Rumah Hook Rapi Terawat di Citra Garden,"Kali Deres, Jakarta Barat",4,3,320 m²,283 m²
6601,21/08/2024,"Rp2,31 Miliar","Dijual Cepat !! Rumah Siap Huni Cocok untuk Usaha di BCS Raya Kelapa Gading , Bisa Nego","Kelapa Gading, Jakarta Utara",3,2,105 m²,105 m²
6602,28/06/2024,Rp850 Juta,Rumah POJOK Minimalis Cluster BARU Idaman Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",2,1,108 m²,45 m²
6603,28/06/2024,Rp780 Juta,Rumah Modern Minimalis Siap HUNI Dekat Mushola Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",2,1,72 m²,70 m²
6604,28/06/2024,Rp630 Juta,Rumah MURAH Idaman Keluarga Muda DP Ringan Legenda Wisata Cibubur,"Ciracas, Jakarta Timur",2,1,72 m²,50 m²
6605,28/06/2024,"Rp1,7 Miliar",Yl 19831 Dijual Rumah Minimalis Di Bunga Rampai Duren Sawit,"Duren Sawit, Jakarta Timur",3,1,135 m²,87 m²
6606,28/06/2024,Rp2 Miliar,Dijual Rumah Siap Huni Terawat Di Pesanggrahan,"Pesanggrahan, Jakarta Selatan",4,2,135 m²,139 m²
6607,28/06/2024,Rp5 Miliar,Jual Cepat Rumah Siap Huni Lingkungan Aman di Cilandak,"Cilandak, Jakarta Selatan",3,2,122 m²,275 m²
6608,28/06/2024,Rp3 Miliar,Jual Rumah dan Kost 2 Lantai Bangunan Baru di Kalibata,"Pancoran, Jakarta Selatan",3,2,129 m²,230 m²
6609,28/06/2024,Rp750 Juta,Jual Cepat Rumah Murah + 1 Pintu Kontrakan di Pondok Labu,"Cilandak, Jakarta Selatan",2,1,60 m²,50 m²
6610,28/06/2024,"Rp1,2 Miliar",Rumah Dijual 2 Lantai Murah di Cipinang Muara,"Jatinegara, Jakarta Timur",5,2,129 m²,189 m²
6611,28/06/2024,"Rp1,8 Miliar",Rumah Tinggal Dijual 2 Lantai Di Ulujami,"Pesanggrahan, Jakarta Selatan",4,3,130 m²,200 m²
6612,28/06/2024,"Rp1,47 Miliar",Dijual/Disewakan Rumah Siap Huni Di Jagakarsa Dekat Stasiun Lenteng Agung,"Jagakarsa, Jakarta Selatan",4,2,125 m²,180 m²
6613,28/06/2024,"Rp3,25 Miliar",Dijual Rumah Mewah Minimalis di Kebagusan,"Pasar Minggu, Jakarta Selatan",4,4,110 m²,230 m²
6614,28/06/2024,Rp14 Miliar,JUAL CEPAT DAN HARUS TERJUAL RUMAH MEWAH DAN LUAS DI PONDOK LABU,"Cilandak, Jakarta Selatan",10,7,1304 m²,700 m²
6615,28/06/2024,"Rp5,13 Miliar",RUMAH DI JAKARTA GARDEN CITY CAKUNG JAKARTA TIMUR,"Cakung, Jakarta Timur",3,3,204 m²,92 m²
6616,28/06/2024,"Rp5,9 Miliar",Dijual Rumah Siap Huni Kebayoran Lama Akses Bagus Strategis,"Kebayoran Lama, Jakarta Selatan",4,3,398 m²,200 m²
6617,28/06/2024,"Rp2,5 Miliar",Rumah Dijual Dalam Komplek Ulujami Pesanggrahan,"Pesanggrahan, Jakarta Selatan",4,3,125 m²,200 m²
6618,28/06/2024,"Rp7,5 Miliar",Dijual Rumah Beserta 3 Kontrakan di Pejaten Timur,"Pasar Minggu, Jakarta Selatan",6,2,365 m²,365 m²
6619,28/06/2024,"Rp9,86 Miliar",Dijual Tanah dan Bangunan di Susukan Jakarta Timur,"Ciracas, Jakarta Timur",0,0,1794 m²,100 m²
6620,28/06/2024,"Rp8,5 Miliar",Dijual Rumah Tinggal Kondisi Bangunan Baru 90% di Kebagusan,"Pasar Minggu, Jakarta Selatan",4,4,510 m²,400 m²
6621,28/06/2024,Rp6 Miliar,Dijual Rumah Strategis Bisa Untuk Usaha di Bintaro Sektor 1,"Kebayoran Baru, Jakarta Selatan",6,5,252 m²,350 m²
6622,28/06/2024,"Rp28,5 Miliar",Dijual Rumah Lama dan Terawat Cocok Untuk Usaha di Salemba Senen Jakarta Pusat,"Senen, Jakarta Pusat",5,5,826 m²,650 m²
